0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
1489,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27,1998.0,20.2,1,17,3,17.6,0.84,0.15,0.06,0.33,0,0,Matches
1490,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26,1999.0,13.9,5,33,12,36.4,2.37,0.86,0.15,0.42,0,1,Matches
1491,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32,1993.0,8.6,1,8,2,25.0,0.93,0.23,0.13,0.5,0,0,Matches
1492,Arne Maier,de GER,MF,Augsburg,de Bundesliga,27,1999.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1493,Mike Maignan,fr FRA,GK,Milan,it Serie A,30,1995.0,24.6,0,0,0,,0.0,0.0,,,0,0,Matches
1494,Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26,1999.0,6.8,2,16,7,43.8,2.37,1.04,0.13,0.29,0,0,Matches
1495,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31,1994.0,23.0,1,23,5,21.7,1.0,0.22,0.04,0.2,0,0,Matches
1496,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20,2005.0,7.6,0,6,1,16.7,0.79,0.13,0.0,0.0,0,0,Matches
1497,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28,1997.0,20.3,1,12,5,41.7,0.59,0.25,0.08,0.2,0,1,Matches
1498,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26,1999.0,9.6,0,0,0,,0.0,0.0,,,0,0,Matches
1499,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,28,1998.0,13.2,2,21,5,23.8,1.59,0.38,0.1,0.4,0,0,Matches
1500,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19,2006.0,1.8,0,2,0,0.0,1.1,0.0,0.0,,0,0,Matches
1501,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27,1998.0,11.6,3,27,10,37.0,2.33,0.86,0.11,0.3,0,0,Matches
1502,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24,2001.0,9.2,0,0,0,,0.0,0.0,,,0,0,Matches
1503,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18,2007.0,1.0,0,2,0,0.0,1.94,0.0,0.0,,0,0,Matches
1504,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19,2006.0,12.6,8,47,20,42.6,3.74,1.59,0.17,0.4,0,0,Matches
1505,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26,1999.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1506,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24,2001.0,4.6,0,2,0,0.0,0.43,0.0,0.0,,0,0,Matches
1507,Daniel Maldini,it ITA,FW,Lazio,it Serie A,24,2001.0,3.6,0,7,1,14.3,1.95,0.28,0.0,0.0,0,0,Matches
1508,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24,2001.0,2.9,0,8,2,25.0,2.73,0.68,0.0,0.0,0,0,Matches
1509,Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,27,1998.0,4.0,0,6,1,16.7,1.5,0.25,0.0,0.0,0,0,Matches
1510,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27,1998.0,5.1,0,7,1,14.3,1.37,0.2,0.0,0.0,0,0,Matches
1511,Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,27,1999.0,7.3,4,27,9,33.3,3.7,1.23,0.15,0.44,0,0,Matches
1512,Donyell Malen,nl NED,FW,Roma,it Serie A,27,1999.0,5.3,5,30,11,36.7,5.66,2.08,0.13,0.36,1,1,Matches
1513,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32,1993.0,19.2,5,38,12,31.6,1.97,0.62,0.05,0.17,3,3,Matches
1514,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26,1999.0,4.9,0,3,1,33.3,0.61,0.2,0.0,0.0,0,0,Matches
1515,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28,1997.0,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
1516,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25,2000.0,5.0,0,0,0,,0.0,0.0,,,0,0,Matches
1517,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,25,2001.0,5.4,1,6,2,33.3,1.12,0.37,0.17,0.5,0,0,Matches
1518,Aitor Mañas,es ESP,FW,Alavés,es La Liga,23,2003.0,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,0,0,Matches
1519,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29,1996.0,24.7,0,14,4,28.6,0.57,0.16,0.0,0.0,0,0,Matches
1520,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,32,1994.0,15.9,0,4,0,0.0,0.25,0.0,0.0,,0,0,Matches
1521,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34,1991.0,16.9,1,8,2,25.0,0.47,0.12,0.13,0.5,0,0,Matches
1522,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28,1997.0,19.8,6,49,12,24.5,2.48,0.61,0.1,0.42,1,1,Matches
1523,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20,2005.0,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
1524,Mateus Mane,pt POR,MF,Wolves,eng Premier League,18,2007.0,12.0,2,26,12,46.2,2.16,1.0,0.08,0.17,0,0,Matches
1525,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27,1998.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,0,0,Matches
1526,Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,18,2008.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
1527,Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,18,2007.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
1528,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20,2005.0,15.3,3,29,7,24.1,1.9,0.46,0.1,0.43,0,0,Matches
1529,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23,2002.0,9.6,0,21,8,38.1,2.18,0.83,0.0,0.0,0,0,Matches
1530,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23,2002.0,17.0,0,3,2,66.7,0.18,0.12,0.0,0.0,0,0,Matches
1531,Marcão,br BRA,DF,Sevilla,es La Liga,29,1996.0,10.4,1,10,2,20.0,0.96,0.19,0.1,0.5,0,0,Matches
1532,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28,1997.0,8.4,2,23,7,30.4,2.73,0.83,0.09,0.29,0,0,Matches
1533,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32,1993.0,9.0,0,2,0,0.0,0.22,0.0,0.0,,0,0,Matches
1534,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31,1995.0,9.0,0,10,3,30.0,1.11,0.33,0.0,0.0,0,0,Matches
1535,Mariano,do DOM,FW,Alavés,es La Liga,32,1993.0,3.1,0,5,3,60.0,1.6,0.96,0.0,0.0,0,0,Matches
1536,Luca Marianucci,it ITA,DF,Torino,it Serie A,21,2004.0,2.9,0,0,0,,0.0,0.0,,,0,0,Matches
1537,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21,2004.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0,Matches
1538,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,20,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1539,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23,2002.0,15.5,1,3,1,33.3,0.19,0.06,0.33,1.0,0,0,Matches
1540,Marius Marin,ro ROU,MF,Pisa,it Serie A,27,1998.0,11.4,0,2,0,0.0,0.18,0.0,0.0,,0,0,Matches
1541,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22,2003.0,11.2,0,12,4,33.3,1.07,0.36,0.0,0.0,0,0,Matches
1542,João Mário Lopes,pt POR,DF,Bologna,it Serie A,26,2000.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0,Matches
1543,João Mário Lopes,pt POR,MF,Juventus,it Serie A,26,2000.0,2.9,0,3,0,0.0,1.05,0.0,0.0,,0,0,Matches
1544,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31,1994.0,22.5,2,18,8,44.4,0.8,0.36,0.11,0.25,0,0,Matches
1545,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,27,1999.0,5.0,1,18,6,33.3,3.63,1.21,0.06,0.17,0,0,Matches
1546,Tomas Marques,es ESP,MF,Barcelona,es La Liga,19,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1547,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31,1994.0,8.7,0,1,0,0.0,0.12,0.0,0.0,,0,0,Matches
1548,Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,21,2004.0,0.7,0,1,0,0.0,1.5,0.0,0.0,,0,0,Matches
1549,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23,2002.0,20.1,1,10,1,10.0,0.5,0.05,0.1,1.0,0,0,Matches
1550,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28,1997.0,18.8,1,6,3,50.0,0.32,0.16,0.17,0.33,0,0,Matches
1551,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23,2002.0,2.2,0,3,0,0.0,1.36,0.0,0.0,,0,0,Matches
1552,Gerard Martín,es ESP,DF,Barcelona,es La Liga,24,2002.0,13.0,0,2,0,0.0,0.15,0.0,0.0,,0,0,Matches
1553,Iván Martín,es ESP,MF,Girona,es La Liga,27,1999.0,19.9,0,8,3,37.5,0.4,0.15,0.0,0.0,0,0,Matches
1554,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19,2006.0,16.0,0,11,3,27.3,0.69,0.19,0.0,0.0,0,0,Matches
1555,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21,2004.0,16.2,2,20,4,20.0,1.23,0.25,0.1,0.5,0,0,Matches
1556,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24,2001.0,8.1,1,23,9,39.1,2.83,1.11,0.04,0.11,0,0,Matches
1557,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22,2003.0,17.0,1,9,1,11.1,0.53,0.06,0.11,1.0,0,0,Matches
1558,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33,1992.0,22.5,0,0,0,,0.0,0.0,,,0,0,Matches
1559,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22,2003.0,6.2,0,8,3,37.5,1.3,0.49,0.0,0.0,0,0,Matches
1560,Josep Martinez,es ESP,GK,Inter,it Serie A,27,1998.0,2.0,0,0,0,,0.0,0.0,,,0,0,Matches
1561,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28,1997.0,21.0,14,83,32,38.6,3.96,1.53,0.17,0.44,0,0,Matches
1562,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,28,1998.0,10.1,0,4,0,0.0,0.4,0.0,0.0,,0,0,Matches
1563,Pablo Martínez,es ESP,MF,Levante,es La Liga,28,1998.0,13.0,1,23,4,17.4,1.77,0.31,0.04,0.25,0,0,Matches
1564,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23,2002.0,1.1,0,0,0,,0.0,0.0,,,0,0,Matches
1565,Toni Martínez,es ESP,FW,Alavés,es La Liga,28,1997.0,17.0,5,49,17,34.7,2.87,1.0,0.1,0.29,0,0,Matches
1566,Adam Marušić,me MNE,DF,Lazio,it Serie A,33,1992.0,22.5,0,12,5,41.7,0.53,0.22,0.0,0.0,0,0,Matches
1567,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,33,1993.0,13.6,1,1,1,100.0,0.07,0.07,1.0,1.0,0,0,Matches
1568,Adam Masina,ma MAR,DF,Torino,it Serie A,32,1994.0,2.6,0,0,0,,0.0,0.0,,,0,0,Matches
1569,Patrizio Masini,it ITA,MF,Genoa,it Serie A,25,2001.0,12.0,0,12,3,25.0,1.0,0.25,0.0,0.0,0,0,Matches
1570,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24,2001.0,20.7,2,15,4,26.7,0.73,0.19,0.13,0.5,0,0,Matches
1571,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,18,2007.0,8.3,1,22,4,18.2,2.65,0.48,0.05,0.25,0,0,Matches
1572,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,32,1993.0,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0,Matches
1573,Arthur Masuaku,cd COD,"DF,MF",Lens,fr Ligue 1,32,1993.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1574,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33,1992.0,21.5,0,3,0,0.0,0.14,0.0,0.0,,0,0,Matches
1575,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22,2003.0,8.6,6,29,12,41.4,3.38,1.4,0.17,0.42,1,2,Matches
1576,Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,23,2002.0,11.4,2,10,6,60.0,0.88,0.53,0.2,0.33,0,0,Matches
1577,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28,1997.0,21.2,8,54,26,48.1,2.55,1.23,0.09,0.19,3,3,Matches
1578,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37,1988.0,22.3,1,10,4,40.0,0.45,0.18,0.1,0.25,0,0,Matches
1579,Rudy Matondo,fr FRA,MF,Paris FC,fr Ligue 1,17,2008.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
1580,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17,2008.0,6.8,0,4,0,0.0,0.59,0.0,0.0,,0,0,Matches
1581,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23,2002.0,14.0,1,6,1,16.7,0.43,0.07,0.17,1.0,0,0,Matches
1582,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eintracht Frankfurt,de Bundesliga,20,2005.0,10.3,2,15,5,33.3,1.46,0.49,0.13,0.4,0,0,Matches
1583,Alan Matturro,uy URU,DF,Levante,es La Liga,21,2004.0,6.7,1,3,1,33.3,0.45,0.15,0.33,1.0,0,0,Matches
1584,Neal Maupay,fr FRA,FW,Sevilla,es La Liga,29,1996.0,3.5,1,4,1,25.0,1.14,0.28,0.25,1.0,0,0,Matches
1585,Neal Maupay,fr FRA,"FW,MF",Marseille,fr Ligue 1,29,1996.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1586,Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,28,1997.0,18.1,0,13,3,23.1,0.72,0.17,0.0,0.0,0,0,Matches
1587,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20,2005.0,6.1,0,0,0,,0.0,0.0,,,0,0,Matches
1588,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20,2005.0,6.7,1,11,5,45.5,1.65,0.75,0.09,0.2,0,0,Matches
1589,Ezra Mayers,bb BRB,DF,West Ham United,eng Premier League,19,2007.0,1.3,0,1,0,0.0,0.78,0.0,0.0,,0,0,Matches
1590,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28,1997.0,11.6,4,14,7,50.0,1.21,0.61,0.29,0.57,0,1,Matches
1591,Senny Mayulu,fr FRA,"MF,FW",Paris Saint-Germain,fr Ligue 1,19,2006.0,12.6,3,23,7,30.4,1.82,0.55,0.13,0.43,0,0,Matches
1592,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,20,2005.0,10.4,2,24,7,29.2,2.31,0.67,0.08,0.29,0,0,Matches
1593,Noussair Mazraoui,ma MAR,"MF,DF",Manchester Utd,eng Premier League,28,1997.0,5.0,0,2,0,0.0,0.4,0.0,0.0,,0,0,Matches
1594,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,30,1995.0,7.9,2,14,5,35.7,1.77,0.63,0.14,0.4,0,0,Matches
1595,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30,1995.0,2.2,0,2,1,50.0,0.92,0.46,0.0,0.0,0,0,Matches
1596,Nathan Mbala,,FW,Metz,fr Ligue 1,18,2008.0,0.2,1,1,1,100.0,5.29,5.29,1.0,1.0,0,0,Matches
1597,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,22,2004.0,11.0,3,15,7,46.7,1.37,0.64,0.2,0.43,0,0,Matches
1598,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2006.0,4.3,3,13,6,46.2,3.01,1.39,0.23,0.5,0,0,Matches
1599,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,27,1998.0,22.4,23,111,51,45.9,4.95,2.27,0.14,0.29,8,9,Matches
1600,Ibrahim Mbaye,sn SEN,"FW,MF",Paris Saint-Germain,fr Ligue 1,18,2008.0,9.0,1,17,6,35.3,1.89,0.67,0.06,0.17,0,0,Matches
1601,Malick Mbaye,sn SEN,MF,Metz,fr Ligue 1,21,2004.0,3.3,0,2,1,50.0,0.6,0.3,0.0,0.0,0,0,Matches
1602,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31,1994.0,8.6,0,5,3,60.0,0.58,0.35,0.0,0.0,0,0,Matches
1603,Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,26,1999.0,20.1,9,53,29,54.7,2.64,1.45,0.17,0.31,0,0,Matches
1604,Michel Mboula,ga GAB,"DF,MF",Metz,fr Ligue 1,22,2003.0,5.3,0,2,1,50.0,0.38,0.19,0.0,0.0,0,0,Matches
1605,Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,22,2003.0,9.6,1,17,9,52.9,1.76,0.93,0.06,0.11,0,0,Matches
1606,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25,2000.0,21.2,0,6,2,33.3,0.28,0.09,0.0,0.0,0,0,Matches
1607,James Mcatee,eng ENG,MF,Nottingham Forest,eng Premier League,23,2002.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,0,0,Matches
1608,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,31,1994.0,17.7,3,18,7,38.9,1.02,0.4,0.17,0.43,0,0,Matches
1609,Weston McKennie,us USA,MF,Juventus,it Serie A,27,1998.0,20.6,4,34,14,41.2,1.65,0.68,0.12,0.29,0,0,Matches
1610,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26,1999.0,18.2,0,6,1,16.7,0.33,0.05,0.0,0.0,0,0,Matches
1611,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,26,1999.0,6.9,0,8,2,25.0,1.16,0.29,0.0,0.0,0,0,Matches
1612,Scott McTominay,sct SCO,MF,Napoli,it Serie A,29,1996.0,21.5,6,64,25,39.1,2.98,1.16,0.09,0.24,0,0,Matches
1613,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26,1999.0,6.2,0,1,0,0.0,0.16,0.0,0.0,,0,0,Matches
1614,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31,1994.0,1.6,0,0,0,,0.0,0.0,,,0,0,Matches
1615,Henrik Meister,dk DEN,FW,Pisa,it Serie A,22,2003.0,13.7,2,17,7,41.2,1.24,0.51,0.12,0.29,0,0,Matches
1616,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,24,2001.0,14.8,0,5,1,20.0,0.34,0.07,0.0,0.0,0,0,Matches
1617,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,18,2007.0,5.9,3,22,7,31.8,3.7,1.18,0.14,0.43,0,0,Matches
1618,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,23,2003.0,8.1,1,11,4,36.4,1.36,0.49,0.09,0.25,0,0,Matches
1619,Cléo Melieres,fr FRA,FW,Metz,fr Ligue 1,20,2005.0,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
1620,Nuno Mendes,pt POR,DF,Paris Saint-Germain,fr Ligue 1,23,2002.0,11.3,3,24,10,41.7,2.12,0.88,0.13,0.3,0,0,Matches
1621,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,29,1997.0,14.7,5,27,14,51.9,1.84,0.95,0.15,0.29,1,1,Matches
1622,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20,2005.0,8.8,1,11,2,18.2,1.25,0.23,0.09,0.5,0,0,Matches
1623,Rodrigo Mendoza,es ESP,MF,Atlético Madrid,es La Liga,20,2005.0,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,Matches
1624,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21,2004.0,14.2,0,10,3,30.0,0.71,0.21,0.0,0.0,0,0,Matches
1625,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,26,2000.0,16.3,1,14,4,28.6,0.86,0.25,0.07,0.25,0,0,Matches
1626,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,30,1995.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1627,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,25,2001.0,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
1628,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21,2004.0,13.5,2,10,3,30.0,0.74,0.22,0.2,0.67,0,0,Matches
1629,Gideon Mensah,gh GHA,"DF,MF",Auxerre,fr Ligue 1,27,1998.0,16.1,0,1,0,0.0,0.06,0.0,0.0,,0,0,Matches
1630,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2007.0,7.8,0,3,3,100.0,0.39,0.39,0.0,0.0,0,0,Matches
1631,Alex Meret,it ITA,GK,Napoli,it Serie A,28,1997.0,7.0,0,0,0,,0.0,0.0,,,0,0,Matches
1632,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29,1996.0,11.2,4,21,8,38.1,1.88,0.71,0.19,0.5,0,0,Matches
1633,Quentin Merlin,fr FRA,"MF,DF",Rennes,fr Ligue 1,23,2002.0,17.1,1,19,5,26.3,1.11,0.29,0.05,0.2,0,0,Matches
1634,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22,2003.0,5.6,0,0,0,,0.0,0.0,,,0,0,Matches
1635,Junior Messias,br BRA,MF,Genoa,it Serie A,34,1991.0,3.5,2,10,4,40.0,2.88,1.15,0.2,0.5,0,0,Matches
1636,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,21,2004.0,0.8,0,1,0,0.0,1.27,0.0,0.0,,0,0,Matches
1637,Connor Metcalfe,au AUS,FW,St Pauli,de Bundesliga,26,1999.0,3.0,0,11,2,18.2,3.61,0.66,0.0,0.0,0,0,Matches
1638,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,20,2006.0,14.4,0,11,5,45.5,0.76,0.35,0.0,0.0,0,0,Matches
1639,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32,1993.0,16.0,0,3,0,0.0,0.19,0.0,0.0,,0,0,Matches
1640,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34,1991.0,12.9,0,11,1,9.1,0.85,0.08,0.0,0.0,0,0,Matches
1641,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20,2005.0,1.7,0,0,0,,0.0,0.0,,,0,0,Matches
1642,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20,2005.0,0.7,0,1,0,0.0,1.53,0.0,0.0,,0,0,Matches
1643,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25,2000.0,14.1,8,38,20,52.6,2.7,1.42,0.21,0.4,0,0,Matches
1644,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25,2000.0,2.0,1,10,4,40.0,5.03,2.01,0.1,0.25,0,0,Matches
1645,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17,2008.0,0.3,0,2,1,50.0,6.0,3.0,0.0,0.0,0,0,Matches
1646,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21,2004.0,6.9,0,9,5,55.6,1.3,0.72,0.0,0.0,0,0,Matches
1647,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20,2005.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1648,Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28,1997.0,27.0,0,15,1,6.7,0.56,0.04,0.0,0.0,0,0,Matches
1649,Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19,2006.0,12.6,1,12,4,33.3,0.95,0.32,0.08,0.25,0,0,Matches
1650,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,29,1997.0,19.0,0,0,0,,0.0,0.0,,,0,0,Matches
1651,Éder Militão,br BRA,DF,Real Madrid,es La Liga,28,1998.0,11.1,1,17,8,47.1,1.53,0.72,0.06,0.13,0,0,Matches
1652,Luis Milla,es ESP,MF,Getafe,es La Liga,31,1994.0,23.5,0,17,1,5.9,0.72,0.04,0.0,0.0,0,0,Matches
1653,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33,1992.0,16.9,6,49,17,34.7,2.91,1.01,0.12,0.35,0,0,Matches
1654,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19,2006.0,6.7,0,7,1,14.3,1.04,0.15,0.0,0.0,0,0,Matches
1655,James Milner,eng ENG,MF,Brighton,eng Premier League,40,1986.0,5.3,1,6,2,33.3,1.13,0.38,0.0,0.0,1,1,Matches
1656,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18,2007.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,Matches
1657,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20,2005.0,2.6,2,7,3,42.9,2.74,1.17,0.29,0.67,0,0,Matches
1658,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29,1996.0,10.5,1,2,1,50.0,0.19,0.1,0.5,1.0,0,0,Matches
1659,Yerry Mina,co COL,DF,Cagliari,it Serie A,31,1994.0,15.4,1,4,2,50.0,0.26,0.13,0.25,0.5,0,0,Matches
1660,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,31,1995.0,10.5,3,21,7,33.3,2.0,0.67,0.14,0.43,0,0,Matches
1661,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32,1993.0,8.7,0,6,0,0.0,0.69,0.0,0.0,,0,0,Matches
1662,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26,1999.0,14.0,1,13,4,30.8,0.93,0.29,0.08,0.25,0,0,Matches
1663,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21,2004.0,18.2,1,33,8,24.2,1.81,0.44,0.03,0.13,0,0,Matches
1664,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26,1999.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1665,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28,1997.0,14.8,6,50,24,48.0,3.38,1.62,0.12,0.25,0,1,Matches
1666,Juan Miranda,es ESP,DF,Bologna,it Serie A,26,2000.0,18.2,1,9,3,33.3,0.49,0.16,0.11,0.33,0,0,Matches
